Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Singapore,1992,830,572,1,1,1,0,1,0,1,0,0,0
Slovenia,1992,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1992,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1992,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1992,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1992,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1992,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1992,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1992,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1992,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1992,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1992,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1992,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1992,702,620,0,0,0,0,0,0,0,0,0,0
Tanzania,1992,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1992,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1992,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1992,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1992,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1992,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1992,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1992,500,650,0,0,0,0,0,0,0,0,0,0
Ukraine,1992,369,653,0,0,0,0,0,0,0,0,0,0
UAE,1992,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1992,200,659,.,.,.,.,.,.,.,.,.,.
United States,1992,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1992,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1992,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1992,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1992,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1992,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1992,679,680,.,.,.,.,.,.,.,.,.,.
Zambia,1992,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1992,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1993,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1993,339,104,1,1,1,1,1,1,2,1,2,2
Algeria,1993,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1993,540,113,.,.,.,.,.,.,.,.,.,.
Argentina,1993,160,119,0,1,0,1,1,2,0,0,0,2
Armenia,1993,371,122,0,0,0,0,0,0,0,0,0,0
Australia,1993,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1993,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1993,373,131,0,0,0,0,0,0,0,0,0,0
Bahamas,1993,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1993,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1993,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1993,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1993,370,146,0,0,0,0,0,0,0,0,0,0
Belgium,1993,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1993,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1993,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1993,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1993,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1993,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1993,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1993,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1993,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1993,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1993,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1993,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1993,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1993,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1993,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1993,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1993,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1993,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1993,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1993,155,206,1,1,1,1,1,0,2,0,0,2
China,1993,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1993,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1993,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1993,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1993,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1993,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1993,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1993,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1993,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1993,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1993,315,239,1,1,1,1,1,1,2,1,0,2
Denmark,1993,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1993,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1993,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1993,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1993,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1993,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1993,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1993,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1993,531,272,.,.,.,.,.,.,.,.,.,.
Estonia,1993,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1993,530,278,1,1,1,0,0,0,0,0,0,0
Fiji,1993,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1993,375,284,1,1,1,1,2,0,0,2,2,2
France,1993,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1993,481,290,1,1,0,0,1,0,0,0,0,0
Gambia,1993,420,293,1,1,1,0,1,0,1,1,1,1
Georgia,1993,372,296,0,0,0,0,0,0,0,0,0,0
Germany,1993,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1993,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1993,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1993,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1993,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1993,438,314,1,1,1,1,1,1,0,0,0,1
Guinea-Bissau,1993,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1993,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1993,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1993,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1993,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1993,395,332,1,1,1,1,1,0,2,0,0,0
India,1993,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1993,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1993,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1993,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1993,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1993,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1993,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1993,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1993,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1993,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1993,705,365,1,1,1,0,1,1,0,0,1,1
Kenya,1993,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1993,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1993,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1993,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1993,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1993,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1993,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1993,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1993,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1993,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1993,620,401,0,0,0,0,0,0,0,0,0,0
Lithuania,1993,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1993,212,410,1,2,1,1,1,0,0,1,0,0
Macedonia,1993,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1993,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1993,553,419,0,0,0,0,0,0,0,0,0,0
Malaysia,1993,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1993,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1993,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1993,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1993,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,1993,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1993,70,443,1,1,1,1,1,0,1,2,0,2
Moldova,1993,359,449,0,0,0,0,0,0,0,0,0,0
Mongolia,1993,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,1993,600,461,.,.,.,.,.,.,.,.,.,.
Mozambique,1993,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,1993,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1993,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,1993,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1993,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1993,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1993,436,485,1,1,1,0,1,1,0,1,0,1
Nigeria,1993,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1993,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1993,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1993,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1993,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1993,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1993,150,509,2,1,1,2,1,1,2,1,2,2
Peru,1993,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1993,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1993,290,518,1,1,1,1,1,0,0,1,0,0
Portugal,1993,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1993,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1993,360,527,1,1,1,1,1,0,1,1,0,2
Russia,1993,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1993,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1993,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1993,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1993,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1993,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1993,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1993,433,557,1,1,0,0,1,1,0,0,0,0
Yugoslavia,1993,345,563,2,2,1,1,2,1,2,0,0,2
Seychelles,1993,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,1993,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,1993,830,572,1,1,1,0,1,0,1,0,0,0
Slovak Republic,1993,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,1993,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1993,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1993,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1993,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1993,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1993,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1993,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1993,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1993,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1993,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1993,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1993,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1993,702,620,0,0,0,0,0,0,0,0,0,0
Tanzania,1993,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1993,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1993,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1993,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1993,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1993,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1993,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1993,500,650,0,0,0,0,0,0,0,0,0,0
Ukraine,1993,369,653,0,0,0,0,0,0,0,0,0,0
UAE,1993,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1993,200,659,.,.,.,.,.,.,.,.,.,.
United States,1993,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1993,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1993,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1993,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1993,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1993,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1993,679,680,.,.,.,.,.,.,.,.,.,.
Zambia,1993,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1993,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1994,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1994,339,104,1,1,1,1,1,1,2,1,2,2
Algeria,1994,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1994,540,113,.,.,.,.,.,.,.,.,.,.
Argentina,1994,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,1994,371,122,0,0,0,0,0,0,0,0,0,0
Australia,1994,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1994,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1994,373,131,0,0,0,0,0,0,0,0,0,0
Bahamas,1994,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1994,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1994,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1994,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1994,370,146,0,0,0,0,0,0,0,0,0,0
Belgium,1994,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1994,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1994,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1994,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1994,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1994,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1994,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1994,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1994,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1994,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1994,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1994,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1994,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1994,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1994,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1994,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1994,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1994,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1994,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1994,155,206,1,1,1,1,1,0,2,0,0,2
China,1994,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1994,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1994,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1994,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1994,484,221,1,0,1,1,1,0,0,0,0,2
Costa Rica,1994,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1994,437,227,0,0,0,0,0,0,0,0,0,0
Croatia,1994,344,230,1,1,1,1,1,1,1,1,1,0
Cuba,1994,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1994,352,236,1,1,1,1,1,1,2,1,2,2
Czech Republic,1994,315,239,1,1,1,1,0,0,1,2,0,0
Denmark,1994,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1994,522,248,1,1,0,0,1,1,1,0,0,2
Dominica,1994,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1994,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1994,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1994,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1994,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1994,411,269,1,1,1,0,1,1,1,1,0,0
Eritrea,1994,531,272,.,.,.,.,.,.,.,.,.,.
Estonia,1994,366,275,1,1,1,1,1,0,2,1,0,2
Ethiopia,1994,530,278,1,1,1,0,0,0,0,0,0,0
Fiji,1994,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1994,375,284,1,1,1,1,2,0,0,2,2,2
France,1994,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1994,481,290,1,1,0,0,1,0,0,0,0,0
Gambia,1994,420,293,0,0,0,0,0,0,0,0,0,0
Georgia,1994,372,296,0,0,0,0,0,0,0,0,0,0
Germany,1994,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1994,452,302,1,1,1,1,1,0,1,1,1,1
Greece,1994,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1994,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1994,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1994,438,314,1,1,1,0,1,1,0,0,1,1
Guinea-Bissau,1994,404,317,1,1,1,1,1,1,0,0,0,1
Guyana,1994,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1994,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1994,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1994,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1994,395,332,1,1,1,1,1,0,2,0,0,0
India,1994,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1994,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1994,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1994,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1994,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1994,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1994,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1994,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1994,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1994,663,362,0,0,0,0,0,0,0,1,0,0
Kazakhstan,1994,705,365,1,1,1,0,1,1,0,0,1,1
Kenya,1994,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1994,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1994,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1994,690,380,1,1,1,1,0,0,0,1,0,1
Kyrgyzstan,1994,703,383,1,1,1,1,1,1,0,0,0,0
Laos,1994,812,386,2,1,1,1,2,1,0,0,0,0
Latvia,1994,367,389,1,1,1,0,1,1,1,1,1,1
Lebanon,1994,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1994,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1994,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1994,620,401,0,0,0,0,0,0,0,0,0,0
Lithuania,1994,368,407,1,1,1,2,1,1,2,2,2,2
Luxembourg,1994,212,410,1,2,1,1,1,0,0,1,0,0
Macedonia,1994,343,413,1,1,1,1,1,1,1,1,0,2
Madagascar,1994,580,416,1,1,1,1,1,1,0,0,0,0
Malawi,1994,553,419,2,2,1,2,2,0,2,2,2,2
Malaysia,1994,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1994,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1994,432,428,1,0,0,1,1,1,0,0,0,2
Malta,1994,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1994,435,437,1,1,1,0,0,1,0,0,0,0
Mauritius,1994,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1994,70,443,1,1,1,1,1,0,1,2,0,2
Moldova,1994,359,449,1,1,1,2,1,1,0,2,0,2
Mongolia,1994,712,455,2,1,1,2,1,0,0,1,0,2
Morocco,1994,600,461,.,.,.,.,.,.,.,.,.,.
Mozambique,1994,541,464,1,1,1,1,1,0,2,0,0,2
Namibia,1994,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1994,790,473,1,1,1,1,1,0,1,0,0,2
Netherlands,1994,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1994,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1994,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1994,436,485,1,1,1,0,1,1,0,1,0,1
Nigeria,1994,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1994,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1994,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1994,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1994,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1994,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1994,150,509,2,1,1,2,1,1,2,1,2,2
Peru,1994,135,512,1,1,1,1,1,1,2,0,0,1
Philippines,1994,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1994,290,518,1,1,1,1,1,0,0,1,0,0
Portugal,1994,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1994,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1994,360,527,1,1,1,1,1,0,1,1,0,2
Russia,1994,365,530,1,2,1,2,2,0,2,1,0,2
Rwanda,1994,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1994,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1994,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1994,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1994,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1994,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1994,433,557,1,1,0,0,1,1,0,0,0,0
Yugoslavia,1994,345,563,2,2,1,1,2,1,2,0,0,2
Seychelles,1994,591,566,1,1,1,0,1,0,2,2,2,0
Sierra Leone,1994,451,569,0,0,0,0,0,0,0,0,0,0
Singapore,1994,830,572,1,1,1,0,1,0,1,0,0,0
Slovak Republic,1994,317,575,.,.,.,.,.,.,.,.,.,.
Slovenia,1994,349,578,1,1,1,1,1,1,2,1,0,2
Solomon Islands,1994,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1994,520,584,0,0,0,0,0,0,0,0,0,0
South Africa,1994,560,587,1,1,1,1,1,1,1,1,1,1
Spain,1994,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1994,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1994,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1994,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1994,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1994,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1994,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1994,652,614,1,0,0,1,1,0,0,0,0,0
Tajikistan,1994,702,620,1,1,1,1,1,0,0,1,1,1
Tanzania,1994,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1994,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1994,461,629,1,1,0,1,1,1,1,0,1,1
Trinidad,1994,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1994,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1994,640,641,1,1,1,1,1,1,1,1,0,1
Turkmenistan,1994,701,644,1,0,0,0,1,0,0,1,0,1
Uganda,1994,500,650,0,0,0,0,0,0,0,0,0,0
Ukraine,1994,369,653,1,1,1,1,1,0,1,1,0,1
UAE,1994,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1994,200,659,.,.,.,.,.,.,.,.,.,.
United States,1994,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1994,165,665,1,1,1,1,0,1,2,0,0,0
Uzbekistan,1994,704,668,1,0,1,1,0,0,0,1,0,1
Vanuatu,1994,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1994,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1994,816,677,1,1,1,1,1,0,0,0,0,0
Yemen,1994,679,680,.,.,.,.,.,.,.,.,.,.
Zambia,1994,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1994,552,698,1,1,1,0,1,0,2,1,2,2
Afghanistan,1995,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1995,339,104,1,1,1,1,1,1,2,1,2,2
Algeria,1995,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1995,540,113,.,.,.,.,.,.,.,.,.,.
Argentina,1995,160,119,0,1,0,1,1,2,2,0,0,2
Armenia,1995,371,122,1,1,1,0,1,0,1,1,0,1
Australia,1995,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1995,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1995,373,131,1,1,0,2,1,1,2,1,0,0
Bahamas,1995,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1995,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1995,771,140,1,1,1,1,1,0,0,1,1,0
Barbados,1995,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1995,370,146,0,0,0,0,0,0,0,0,0,0
Belgium,1995,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1995,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1995,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1995,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1995,145,161,1,1,1,0,0,0,2,2,0,2
Bosnia,1995,346,164,2,2,2,0,2,0,0,0,2,2
Botswana,1995,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1995,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1995,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1995,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1995,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1995,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1995,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1995,811,188,1,1,1,1,1,1,0,0,0,2
Cameroon,1995,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1995,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1995,402,197,2,1,2,0,2,1,2,1,0,2
Central African Republic,1995,482,200,1,1,1,1,1,1,0,0,0,2
Chad,1995,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1995,155,206,1,1,1,1,1,0,2,0,0,2
China,1995,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1995,100,212,1,2,1,1,2,1,2,2,0,2
