country	year	INGO_uia
Sri Lanka	1978	295
Sri Lanka	1979	295
Sri Lanka	1980	295
Sri Lanka	1981	295
Sri Lanka	1982	442
Sri Lanka	1983	460
Sri Lanka	1984	489
Sri Lanka	1985	489
Sri Lanka	1986	479
Sri Lanka	1987	532
Sri Lanka	1988	571
Sri Lanka	1989	585
Sri Lanka	1990	595
Sri Lanka	1991	616
Sri Lanka	1992	642
Sri Lanka	1993	665
Sri Lanka	1994	663
Sri Lanka	1995	660
Sri Lanka	1996	694
Sri Lanka	1997	696
Sri Lanka	1998	708
Sri Lanka	1999	711
Maldives	1966	0
Maldives	1977	0
Maldives	1978	0
Maldives	1979	0
Maldives	1980	0
Maldives	1981	0
Maldives	1982	8
Maldives	1983	13
Maldives	1984	16
Maldives	1985	16
Maldives	1986	23
Maldives	1987	31
Maldives	1988	37
Maldives	1989	43
Maldives	1990	49
Maldives	1991	52
Maldives	1992	48
Maldives	1993	47
Maldives	1994	47
Maldives	1995	51
Maldives	1996	55
Maldives	1997	62
Maldives	1998	71
Maldives	1999	75
Nepal	1966	38
Nepal	1977	82
Nepal	1978	82
Nepal	1979	82
Nepal	1980	82
Nepal	1981	82
Nepal	1982	149
Nepal	1983	162
Nepal	1984	170
Nepal	1985	170
Nepal	1986	185
Nepal	1987	208
Nepal	1988	215
Nepal	1989	237
Nepal	1990	233
Nepal	1991	256
Nepal	1992	281
Nepal	1993	302
Nepal	1994	304
Nepal	1995	327
Nepal	1996	339
Nepal	1997	364
Nepal	1998	377
Nepal	1999	389
Thailand	1966	181
Thailand	1977	336
Thailand	1978	336
Thailand	1979	336
Thailand	1980	336
Thailand	1981	336
Thailand	1982	503
Thailand	1983	518
Thailand	1984	542
Thailand	1985	542
Thailand	1986	558
Thailand	1987	616
Thailand	1988	661
Thailand	1989	712
Thailand	1990	735
Thailand	1991	764
Thailand	1992	805
Thailand	1993	829
Thailand	1994	868
Thailand	1995	883
Thailand	1996	924
Thailand	1997	966
Thailand	1998	976
Thailand	1999	1013
Cambodia	1966	38
Cambodia	1977	57
Cambodia	1978	57
Cambodia	1979	57
Cambodia	1980	57
Cambodia	1981	57
Cambodia	1982	53
Cambodia	1983	52
Cambodia	1984	49
Cambodia	1985	49
Cambodia	1986	46
Cambodia	1987	51
Cambodia	1988	47
Cambodia	1989	47
Cambodia	1990	48
Cambodia	1991	47
Cambodia	1992	51
Cambodia	1993	49
Cambodia	1994	53
Cambodia	1995	71
Cambodia	1996	92
Cambodia	1997	111
Cambodia	1998	122
Cambodia	1999	134
Lao PDR	1966	28
Lao PDR	1977	44
Lao PDR	1978	44
Lao PDR	1979	44
Lao PDR	1980	44
Lao PDR	1981	44
Lao PDR	1982	57
Lao PDR	1983	61
Lao PDR	1984	62
Lao PDR	1985	62
Lao PDR	1986	56
Lao PDR	1987	62
Lao PDR	1988	64
Lao PDR	1989	59
Lao PDR	1990	58
Lao PDR	1991	60
Lao PDR	1992	61
Lao PDR	1993	60
Lao PDR	1994	60
Lao PDR	1995	64
Lao PDR	1996	68
Lao PDR	1997	79
Lao PDR	1998	85
Lao PDR	1999	97
Vietnam North	1966	180
Vietnam North	1977	141
Vietnam North	1978	141
Vietnam North	1979	141
Vietnam North	1980	141
Vietnam North	1981	141
Vietnam North	1982	153
Vietnam North	1983	149
Vietnam	1984	148
Vietnam	1985	148
Vietnam	1986	146
Vietnam	1987	156
Vietnam	1988	154
Vietnam	1989	160
Vietnam	1990	176
Vietnam	1991	192
Vietnam	1992	216
Vietnam	1993	235
Vietnam	1994	264
Vietnam	1995	299
Vietnam	1996	327
Vietnam	1997	354
Vietnam	1998	383
Vietnam	1999	421
Malaysia	1966	192
Malaysia	1977	326
Malaysia	1978	326
Malaysia	1979	326
Malaysia	1980	326
Malaysia	1981	326
Malaysia	1982	498
Malaysia	1983	514
Malaysia	1984	540
Malaysia	1985	540
Malaysia	1986	564
Malaysia	1987	622
Malaysia	1988	678
Malaysia	1989	727
Malaysia	1990	747
Malaysia	1991	793
Malaysia	1992	837
Malaysia	1993	865
Malaysia	1994	894
Malaysia	1995	927
Malaysia	1996	989
Malaysia	1997	1006
Malaysia	1998	1035
Malaysia	1999	1052
Singapore	1966	85
Singapore	1977	260
Singapore	1978	260
Singapore	1979	260
Singapore	1980	260
Singapore	1981	260
Singapore	1982	450
Singapore	1983	467
Singapore	1984	509
Singapore	1985	509
Singapore	1986	517
Singapore	1987	593
Singapore	1988	637
Singapore	1989	688
Singapore	1990	716
Singapore	1991	743
Singapore	1992	783
Singapore	1993	810
Singapore	1994	841
Singapore	1995	873
Singapore	1996	923
Singapore	1997	963
Singapore	1998	987
Singapore	1999	1014
Brunei	1984	77
Brunei	1985	77
Brunei	1986	83
Brunei	1987	96
Brunei	1988	109
Brunei	1989	118
Brunei	1990	124
Brunei	1991	132
Brunei	1992	134
Brunei	1993	143
Brunei	1994	140
Brunei	1995	147
Brunei	1996	161
Brunei	1997	165
Brunei	1998	174
Brunei	1999	177
Philippines	1966	304
Philippines	1977	422
Philippines	1978	422
Philippines	1979	422
Philippines	1980	422
Philippines	1981	422
Philippines	1982	614
Philippines	1983	622
Philippines	1984	670
Philippines	1985	670
Philippines	1986	660
Philippines	1987	733
Philippines	1988	785
Philippines	1989	818
Philippines	1990	836
Philippines	1991	866
Philippines	1992	911
Philippines	1993	923
Philippines	1994	953
Philippines	1995	972
Philippines	1996	1030
Philippines	1997	1049
Philippines	1998	1070
Philippines	1999	1078
Indonesia	1966	193
Indonesia	1977	336
Indonesia	1978	336
Indonesia	1979	336
Indonesia	1980	336
Indonesia	1981	336
Indonesia	1982	547
Indonesia	1983	567
Indonesia	1984	609
Indonesia	1985	609
Indonesia	1986	608
Indonesia	1987	661
Indonesia	1988	707
Indonesia	1989	748
Indonesia	1990	759
Indonesia	1991	786
Indonesia	1992	822
Indonesia	1993	856
Indonesia	1994	887
Indonesia	1995	917
Indonesia	1996	960
Indonesia	1997	985
Indonesia	1998	1002
Indonesia	1999	1027
Australia	1966	565
Australia	1977	835
Australia	1978	835
Australia	1979	835
Australia	1980	835
Australia	1981	835
Australia	1982	1162
Australia	1983	1190
Australia	1984	1247
Australia	1985	1247
Australia	1986	1163
Australia	1987	1355
Australia	1988	1470
Australia	1989	1546
Australia	1990	1607
Australia	1991	1655
Australia	1992	1721
Australia	1993	1794
Australia	1994	1851
Australia	1995	1877
Australia	1996	1951
Australia	1997	2016
Australia	1998	2073
Australia	1999	2142
Papua New Guinea	1966	19
Papua New Guinea	1977	87
Papua New Guinea	1978	87
Papua New Guinea	1979	87
Papua New Guinea	1980	87
Papua New Guinea	1981	87
Papua New Guinea	1982	208
Papua New Guinea	1983	222
Papua New Guinea	1984	236
Papua New Guinea	1985	236
Papua New Guinea	1986	241
Papua New Guinea	1987	267
Papua New Guinea	1988	290
Papua New Guinea	1989	304
Papua New Guinea	1990	322
Papua New Guinea	1991	337
Papua New Guinea	1992	348
Papua New Guinea	1993	363
Papua New Guinea	1994	377
Papua New Guinea	1995	370
Papua New Guinea	1996	383
Papua New Guinea	1997	396
Papua New Guinea	1998	401
Papua New Guinea	1999	399
New Zealand	1966	388
New Zealand	1977	578
New Zealand	1978	578
New Zealand	1979	578
New Zealand	1980	578
New Zealand	1981	578
New Zealand	1982	801
New Zealand	1983	821
New Zealand	1984	857
New Zealand	1985	857
New Zealand	1986	842
New Zealand	1987	957
New Zealand	1988	1026
New Zealand	1989	1086
New Zealand	1990	1107
New Zealand	1991	1150
New Zealand	1992	1178
New Zealand	1993	1239
New Zealand	1994	1274
New Zealand	1995	1276
New Zealand	1996	1328
New Zealand	1997	1373
New Zealand	1998	1399
New Zealand	1999	1445
Vanuatu	1984	58
Vanuatu	1986	61
Vanuatu	1987	71
Vanuatu	1988	76
Vanuatu	1989	86
Vanuatu	1990	98
Vanuatu	1991	98
Vanuatu	1992	99
Vanuatu	1993	108
Vanuatu	1994	118
Vanuatu	1995	131
Vanuatu	1996	138
Vanuatu	1997	143
Vanuatu	1998	143
Vanuatu	1999	151
Solomon Islands	1978	0
Solomon Islands	1979	0
Solomon Islands	1980	0
Solomon Islands	1981	0
Solomon Islands	1982	43
Solomon Islands	1983	53
Solomon Islands	1984	65
Solomon Islands	1985	65
Solomon Islands	1986	72
Solomon Islands	1987	83
Solomon Islands	1988	88
Solomon Islands	1989	92
Solomon Islands	1990	100
Solomon Islands	1991	109
Solomon Islands	1992	119
Solomon Islands	1993	123
Solomon Islands	1994	126
Solomon Islands	1995	137
Solomon Islands	1996	144
Solomon Islands	1997	147
Solomon Islands	1998	152
Solomon Islands	1999	154
Kiribati	1979	0
Kiribati	1980	0
Kiribati	1981	0
Kiribati	1982	26
Kiribati	1983	30
Kiribati	1984	36
Kiribati	1985	36
Kiribati	1986	37
Kiribati	1987	45
Kiribati	1988	44
Kiribati	1989	47
Kiribati	1990	54
Kiribati	1991	62
Kiribati	1992	66
Kiribati	1993	73
Kiribati	1994	76
Kiribati	1995	78
Kiribati	1996	80
Kiribati	1997	87
Kiribati	1998	84
Kiribati	1999	88
Fiji	1966	36
Fiji	1977	90
Fiji	1978	90
Fiji	1979	90
Fiji	1980	90
Fiji	1981	90
Fiji	1982	188
Fiji	1983	202
Fiji	1984	217
Fiji	1985	217
Fiji	1986	213
Fiji	1987	236
Fiji	1988	241
Fiji	1989	247
Fiji	1990	265
Fiji	1991	281
Fiji	1992	284
Fiji	1993	291
Fiji	1994	299
Fiji	1995	307
Fiji	1996	333
Fiji	1997	336
Fiji	1998	340
Fiji	1999	342
Tonga	1966	0
Tonga	1977	0
Tonga	1978	0
Tonga	1979	0
Tonga	1980	0
Tonga	1981	0
Tonga	1982	45
Tonga	1983	53
Tonga	1984	56
Tonga	1985	56
Tonga	1986	55
Tonga	1987	70
Tonga	1988	78
Tonga	1989	82
Tonga	1990	90
Tonga	1991	93
Tonga	1992	97
Tonga	1993	105
Tonga	1994	108
Tonga	1995	116
Tonga	1996	121
Tonga	1997	128
Tonga	1998	140
Tonga	1999	141
Nauru	1984	18
Nauru	1986	17
Nauru	1987	22
Nauru	1988	27
Nauru	1989	31
Nauru	1990	36
Nauru	1991	35
Nauru	1992	34
Nauru	1993	40
Nauru	1994	41
Nauru	1995	51
Nauru	1996	55
Nauru	1997	57
Nauru	1998	58
Nauru	1999	63
Marshall Islands	1984	0
Marshall Islands	1986	5
Marshall Islands	1987	8
Marshall Islands	1988	11
Marshall Islands	1989	14
Marshall Islands	1990	20
Marshall Islands	1991	23
Marshall Islands	1992	27
Marshall Islands	1993	30
Marshall Islands	1994	33
Marshall Islands	1995	42
Marshall Islands	1996	46
Marshall Islands	1997	52
Marshall Islands	1998	50
Marshall Islands	1999	49
Palau	1984	0
Palau	1986	4
Palau	1987	5
Palau	1988	5
Palau	1989	4
Palau	1990	8
Palau	1991	13
Palau	1992	14
Palau	1993	16
Palau	1994	17
Palau	1995	21
Palau	1996	24
Palau	1997	27
Palau	1998	34
Palau	1999	40
Micronesia, Fed. S	1984	3
Micronesia, Fed. S	1986	9
Micronesia, Fed. S	1987	13
Micronesia, Fed. S	1988	12
Micronesia, Fed. S	1989	10
Micronesia, Fed. S	1990	16
Micronesia, Fed. S	1991	20
Micronesia, Fed. S	1992	19
Micronesia, Fed. S	1993	29
Micronesia, Fed. S	1994	32
Micronesia, Fed. S	1995	38
Micronesia, Fed. S	1996	43
Micronesia, Fed. S	1997	46
Micronesia, Fed. S	1998	50
Micronesia, Fed. S	1999	58
Samoa	1966	13
Samoa	1977	28
Samoa	1978	28
Samoa	1979	28
Samoa	1980	28
Samoa	1981	28
Samoa	1982	65
Samoa	1983	70
Samoa	1984	73
Samoa	1985	73
Samoa	1986	77
Samoa	1987	91
Samoa	1988	98
Samoa	1989	105
Samoa	1990	116
Samoa	1991	124
Samoa	1992	127
Samoa	1993	128
Samoa	1994	133
Samoa	1995	140
Samoa	1996	151
Samoa	1997	154
Samoa	1998	158
Samoa	1999	162

